loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,grade,annual_inc,issue_d,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,term_ 36 months,term_ 60 months,emp_length_1 year,emp_length_10+ years,emp_length_2 years,emp_length_3 years,emp_length_4 years,emp_length_5 years,emp_length_6 years,emp_length_7 years,emp_length_8 years,emp_length_9 years,emp_length_< 1 year,home_ownership_MORTGAGE,home_ownership_NONE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,verification_status_Not Verified,verification_status_Source Verified,verification_status_Verified,purpose_car,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_house,purpose_major_purchase,purpose_medical,purpose_moving,purpose_other,purpose_renewable_energy,purpose_small_business,purpose_vacation,purpose_wedding
4950,4950,4950,0.0963,158.87,1,13296,12,12.91,0,0,7,1,2761,0.345,8,0,0,0,5753.169062,5753.17,773.18,30.00000005,56,516.36,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3600,3600,3600,0.0729,71.78,0,38268,12,9.44,0,0,7,0,4226,0.213,16,0,0,0,4237.899998,4237.9,637.9,0,67,551.99,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,0.1268,22.59,2,24000,12,9.15,0,2,14,0,5204,0.315,30,0,0,0,1355.366535,1355.37,355.37,0,72,22.55,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18000,18000,18000,0.138,416.97,2,87600,12,11.89,0,1,13,0,18379,0.502,35,0,0,0,9287.53,9287.53,3795.04,14.924,39,418.13,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,25000,25000,0.1074,815.4,1,175000,12,0.23,0,0,4,0,1112,0.159,22,0,0,0,29354.11264,29354.11,4354.11,0,48,837.2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.0729,155.05,0,48996,12,0,0,0,4,0,0,0,20,0,0,0,5581.772363,5581.77,581.77,0,48,167.43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3000,3000,3000,0.1,96.81,1,54000,12,18.11,1,0,8,0,5326,0.355,21,0,0,0,3140.991479,3140.99,140.99,0,22,2658.14,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10850,10850,10850,0.0766,338.31,0,40000,12,12.36,0,0,9,0,10089,0.372,14,0,0,0,11355.36613,11355.37,505.37,0,14,8996.46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,15000,14998.23989,0.1111,491.87,1,110000,12,3.28,0,1,6,0,12054,0.826,16,0,0,0,17707.00152,17704.57,2707,0,56,549.46,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6500,6500,6500,0.1037,210.87,1,62467,12,16.19,0,0,8,0,6093,0.812,26,0,0,0,7564.659082,7564.66,1064.66,0,38,1243.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14000,14000,14000,0.1,451.75,1,82000,12,19.42,0,1,12,0,3695,0.183,28,0,0,0,15411.61172,15411.61,1411.61,0,43,2328.13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1850,1850,1850,0.1074,60.34,1,48000,12,5.1,2,0,17,0,10691,0.243,45,0,0,0,1660.12,1660.12,297.99,0,41,60.34,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1037,214.3,1,66000,12,11.6,0,0,18,0,8282,0.258,33,0,0,0,12861.70726,12861.71,2861.71,0,80,213.95,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12000,12000,12000,0.1677,296.75,4,61000,12,18.73,0,2,14,0,10306,0.663,24,0,0,0,13289.67669,13289.68,1289.68,0,14,11221.59,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.0542,150.8,0,60000,12,6.9,0,0,6,0,1314,0.087,19,0,0,0,5216.133503,5216.13,216.13,0,31,3713.42,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24000,24000,23975,0.1417,560.56,2,65000,12,11.34,2,2,8,0,16561,0.318,22,0,0,0,33118.02005,33083.52,9091.27,26.75000016,60,7345.34,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.1,258.14,1,42000,12,9.23,0,0,7,0,8382,0.814,8,0,0,0,9292.935443,9292.94,1292.94,0,56,280.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.1714,199.43,4,39150,12,13.89,0,0,5,0,6948,0.952,10,0,0,0,2438.5,2438.5,1183.09,0,24,199.43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21450,21450,21450,0.0729,665.17,0,60000,12,15.28,0,0,11,0,556,0.009,26,0,0,0,23945.78087,23945.78,2495.78,0,56,680.27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7225,7225,7225,0.0692,222.83,0,28800,12,27.25,0,0,8,0,7742,0.423,34,0,0,0,7918.355584,7918.36,693.36,0,52,316.26,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15000,15000,14975,0.1,484.01,1,107004,12,24.77,0,1,12,0,12071,0.564,29,0,0,0,17424.26842,17395.23,2424.27,0,56,521.06,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20000,20000,19975,0.1074,432.26,1,108000,12,6.76,0,0,5,0,50111,0.733,13,0,0,0,24684.10545,24653.25,4684.11,0,51,10422.77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24000,24000,24000,0.1862,617.57,5,120000,12,4.02,0,0,10,1,9684,0.502,41,0,0,0,33479.97357,33479.97,9479.97,0,38,14967.37,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.1111,229.54,1,42000,12,13.49,0,1,7,0,6889,0.489,8,0,0,0,7921.270729,7921.27,921.27,0,34,4033.49,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18225,18225,17975,0.1037,591.25,1,120000,12,13.07,0,0,10,0,14922,0.298,35,0,0,0,21208.27719,20917.35,2983.28,0,55,120.29,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33950,33950,33925,0.1825,866.74,5,60000,12,22.46,0,3,7,1,13890,0.755,20,0,0,0,36099.09,36072.73,14872.69,0,54,72.94,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16075,16075,15825,0.1037,521.5,1,54000,12,10.8,0,0,4,0,9070,0.465,18,0,0,0,18773.66184,18481.69,2698.66,0,56,532.41,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.1528,278.43,3,42000,12,14.03,0,3,8,0,2337,0.754,13,0,0,0,7388.59,7388.59,1837.46,0,42,278.43,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000,1000,1000,0.1491,34.63,3,24000,12,6.6,0,0,2,1,3966,0.944,18,0,0,0,1130.115116,1130.12,130.12,0,24,749.81,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5900,5900,5900,0.0766,183.97,0,84000,12,17.34,0,0,7,0,9497,0.528,31,0,0,0,6534.31091,6534.31,634.31,0,36,2321.63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14400,14400,14150,0.1074,469.67,1,120000,12,10.13,0,0,6,0,36014,0.725,28,0,0,0,15447.91816,15179.73,1047.92,0,28,11700.58,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21000,21000,20975,0.1111,688.61,1,110000,12,11,0,2,5,0,33974,0.889,36,0,0,0,23869.08366,23840.67,2869.08,0,33,11518,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9000,9000,9000,0.164,220.78,4,67000,12,23.71,0,0,11,0,18065,0.817,18,0,0,0,883.12,883.12,482.62,0,13,220.78,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.1,193.61,1,50100,12,3.81,0,2,6,0,3182,0.399,12,0,0,0,6867.724467,6867.72,867.72,0,44,2236.05,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15000,15000,15000,0.164,367.97,4,171312,12,7.08,0,0,8,0,3915,0.602,31,0,0,0,21737.87004,21737.87,6737.87,0,68,1551.27,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.1268,134.17,2,65600,12,5.47,0,2,5,0,2456,0.403,18,0,0,0,4829.689371,4829.69,829.69,0,48,145.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2400,2400,2400,0.1528,83.53,3,25000,12,6.24,0,0,3,0,1154,0.962,4,0,0,0,3037.163269,3037.16,607.16,30.00000003,56,0.67,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.0579,181.97,0,70000,12,3.5,0,0,4,0,2166,0.128,17,0,0,0,6460.944473,6460.94,460.94,0,39,2652.14,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,9975,0.1343,229.74,2,32400,12,20.52,0,2,6,0,13586,0.937,15,0,0,0,12239.26,12208.73,3670.06,0,61,237.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4000,4000,4000,0.0542,120.64,0,48000,12,22.85,0,2,9,0,2018,0.232,22,0,0,0,4116.752351,4116.75,116.75,0,21,3395.07,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4000,4000,4000,0.1306,134.9,2,36000,12,11.47,0,0,12,0,4941,0.581,13,0,0,0,4454.331131,4454.33,454.33,0,24,2973.23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,4500,4500,0.138,104.25,2,120000,12,18.25,0,1,9,0,10494,0.282,27,0,0,0,5292.722828,5292.72,792.72,0,35,3631.61,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5200,5200,5200,0.1343,176.29,2,52000,12,9.51,0,2,7,0,946,0.148,18,0,0,0,6346.329321,6346.33,1146.33,0,48,191.05,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,18000,18000,0.0766,561.24,0,104000,12,7.93,0,1,11,0,27632,0.594,28,0,0,0,20131.60816,20131.61,2131.61,0,46,3895.16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000,30000,29950,0.1343,689.22,2,79300,12,18.22,0,1,10,0,83545,0.621,23,0,0,0,41352.69472,41283.77,11352.69,0,72,688.71,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3000,3000,3000,0.1,96.81,1,38500,12,11.31,0,0,6,0,3259,0.734,9,0,0,0,3484.807427,3484.81,484.81,0,56,107.48,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30000,30000,29950,0.164,735.94,4,84996,12,20.27,0,0,11,0,19304,0.406,54,0,0,0,38764.46276,38699.86,8764.46,0,44,21123.38,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18000,18000,17750,0.0963,577.69,1,63000,12,9.16,0,0,7,0,14532,0.572,14,0,0,0,20796.73867,20507.9,2796.74,0,48,598.02,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4500,4500,4500,0.1306,102.53,2,100000,12,12.59,0,0,11,0,19361,0.872,39,0,0,0,6151.556101,6151.56,1651.56,0,72,102.28,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000,4000,4000,0.1,129.07,1,64000,12,18.17,0,3,6,1,13182,0.591,22,0,0,0,4646.467722,4646.47,646.47,0,48,141.78,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3200,3200,3200,0.1268,107.33,2,37344,12,14.11,0,3,11,0,5486,0.395,23,0,0,0,3859.834811,3859.83,659.83,0,55,139.45,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,35000,35000,0.1602,851.51,3,110000,12,20.32,0,1,11,0,42728,0.704,36,0,0,0,51106.33752,51106.34,16106.37,0,72,853.18,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.1565,168.93,3,31543.2,12,21.15,0,0,7,0,4118,0.698,11,0,0,0,8947.288668,8947.29,1947.29,0,44,4903.86,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1111,327.91,1,65496,12,13.81,0,1,11,0,5205,0.134,39,0,0,0,11680.56844,11680.57,1680.57,0,52,225.13,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6000,6000,6000,0.0692,185.05,0,50400,12,19.67,0,0,8,0,13368,0.434,18,0,0,0,6380.89546,6380.9,380.9,0,32,4148.48,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5000,5000,5000,0.1268,167.71,2,30000,12,6.08,0,0,4,0,543,0.679,5,0,0,0,3176.08,3176.08,751.06,0,34,167.71,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4000,4000,3975,0.0963,128.38,1,30000,12,23,0,0,7,0,2587,0.562,14,0,0,0,4585.580525,4556.92,585.58,0,37,1125.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16800,16800,16750,0.1343,385.96,2,53528,12,27.51,0,2,13,0,3433,0.113,33,0,0,0,13388.06,13348.32,4760.79,0,38,157.01,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14125,14125,14075,0.1268,319.08,2,43000,12,11.13,0,5,8,0,9217,0.151,19,0,0,0,2552.64,2543.64,1137.09,0,14,319.08,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.1306,337.23,2,120000,12,5.3,0,0,6,0,5493,0.549,21,0,0,0,12058.21726,12058.22,2058.22,0,38,413.71,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25000,25000,24950,0.1268,564.74,2,117996,12,7.26,0,0,4,0,23800,0.458,14,0,0,0,25520.07,25469.21,8002.04,0,50,564.74,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1425,1425,1425,0.1037,46.23,1,39750,12,14.07,1,0,3,0,2235,0.631,14,0,0,0,1527.340105,1527.34,102.34,0,27,458.28,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2400,2400,2400,0.1306,80.94,2,30000,12,9.04,0,2,6,1,2092,0.291,22,0,0,0,2826.591329,2826.59,426.59,0,39,1130.83,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15275,15275,15250,0.1602,371.63,3,46080,12,14.66,0,0,8,0,16161,0.843,13,0,0,0,22296.94997,22260.46,7021.95,0,72,370.78,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10575,10575,10575,0.1417,247,2,28000,12,22.24,0,1,8,1,457,0.305,16,0,0,0,13692.36678,13692.37,3117.37,0,45,6300.47,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35000,35000,35000,0.138,1192.83,2,122000,12,0.65,1,3,9,0,522,0.021,19,0,0,0,39206.63772,39206.64,4206.64,0,24,26097.01,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6000,6000,6000,0.0579,181.97,0,125000,12,6.47,0,0,12,0,4874,0.172,52,0,0,0,6448.444443,6448.44,448.44,0,40,2824.62,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,2000,2000,0.1,64.54,1,32640,12,6.62,0,0,6,0,5087,0.454,10,0,0,0,1223.53,1223.53,235.51,0,34,129.08,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12000,12000,12000,0.0579,363.93,0,66000,12,12.58,0,1,11,0,5723,0.084,38,0,0,0,13065.40397,13065.4,1065.4,0,46,2535.88,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6250,6250,6175,0.0542,188.5,0,45000,12,23.52,0,0,19,0,14366,0.092,42,0,0,0,6731.488941,6650.71,481.49,0,44,2218.44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,20000,19950,0.1074,432.26,1,118000,12,2.32,0,1,10,0,3769,0.497,35,0,0,0,14264.58,14228.92,4589.55,0,52,432.26,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35000,35000,34950,0.1111,1147.68,1,78956.8,12,8.19,0,1,14,0,6419,0.197,33,0,0,0,41305.91724,41246.91,6305.92,0,55,2408.59,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7200,7200,7200,0.0729,223.28,0,106000,12,17.41,0,4,14,0,10662,0.159,28,0,0,0,7978.977954,7978.98,778.98,0,41,2188.93,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8000,8000,8000,0.0963,256.76,1,29894,12,21.28,0,0,16,0,7182,0.345,46,0,0,0,8795.011667,8795.01,795.01,0,25,12.68,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,10000,10000,0.0729,310.1,0,52000,12,10.82,0,0,16,0,5149,0.096,23,0,0,0,11157.93925,11157.94,1157.94,0,51,947.04,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2800,2800,2800,0.1417,95.93,2,41496,12,0,0,2,3,0,0,0,13,0,0,0,3423.18,3423.18,653.82,44.90575471,55,95.93,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20000,20000,20000,0.2011,531.11,6,120000,12,15.18,1,3,9,0,9126,0.422,41,0,0,0,23496.83935,23496.84,3496.84,0,31,18187.36,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7000,7000,7000,0.1,148.73,1,84000,12,15.26,0,0,11,0,14164,0.63,23,0,0,0,8924.811635,8924.81,1924.81,0,80,1.01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1200,1200,1200,0.0729,37.22,0,19200,12,25.5,0,0,8,0,0,0,10,0,0,0,296.84,296.84,27.98,0,13,37.22,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28000,28000,27975,0.1602,681.21,3,90000,12,24.16,2,2,16,0,1417,0.019,42,0,0,0,39532.35993,39497.06,11532.36,0,58,11632.41,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5600,5600,5600,0.0692,172.71,0,37459,12,0.61,0,0,4,0,645,0.019,8,0,0,0,6130.3197,6130.32,530.32,0,43,2333.83,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,9000,9000,0.0766,280.62,0,65000,12,9.1,0,4,15,0,941,0.047,42,0,0,0,9509.297733,9509.3,509.3,0,27,6995.22,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15850,15850,15825,0.1825,404.65,5,40000,12,22.56,2,2,19,0,5931,0.433,32,0,0,0,24010.21825,23972.35,8160.23,0,66,4210.41,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30000,30000,30000,0.1565,723.98,3,110004,12,13.23,0,1,13,0,13981,0.364,30,0,0,0,43440.47055,43440.47,13440.47,0,80,1.67,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
